ID_Alumno,Nombre,Apellidos,Sexo,Nota_Final,Faltas_Asistencia
575,Cándido,Santamaria Peinado,M,0.81,26
576,Daniela,Izaguirre Torrecilla,M,2.01,4
577,Octavia,Granados Cuenca,M,3.82,22
578,Chita,Bermejo Verdejo,M,5.78,17
579,Zoraida,Diéguez Amigó,F,9.75,7
580,Pastora,Diaz Villar,M,6.25,20
581,Sebastian,Galindo Ríos,M,3.37,7
582,Leandra,Quirós Laguna,M,1.15,22
583,Alfonso,Cañete Pont,M,7.14,9
584,Francisco Javier,Sainz Baeza,F,1.54,18
585,Yésica,Perez Bolaños,F,1.41,23
586,Fidela,Quirós Nadal,F,5.18,0
587,Joan,Velázquez Sarabia,F,5.31,6
588,Aníbal,Tena Cal,M,2.1,12
589,Julio César,Vera Trujillo,F,1.12,18
590,Carmen,Prado Suárez,F,7.59,23
591,Juan Manuel,Escrivá Gras,M,2.8,10
592,Calixta,Pastor Cuervo,M,0.39,19
593,Marciano,Cobo Saura,F,1.89,15
594,Bruno,Bayona Tejera,F,4.09,14
595,Rubén,Redondo Briones,F,0.49,12
596,Juan Manuel,Toledo Gras,M,7.46,16
597,Ofelia,Cantero Martin,F,3.92,2
598,Epifanio,Palomares Burgos,M,8.32,14
599,Emiliano,Barberá Cerro,F,2.82,3
600,Delia,Fiol Aguilar,F,6.34,23
601,Anacleto,Quiroga Trujillo,F,6.21,15
602,Lidia,Campo Suárez,M,2.72,26
603,Celia,Olivera Novoa,F,5.11,19
604,Salud,Cabanillas Adadia,M,0.46,21
605,Jose Antonio,González Valenciano,M,5.73,21
606,Pili,Merino Llobet,M,0.6,29
607,Jafet,Agullo Valcárcel,F,6.74,6
608,Pedro,Verdú Nogueira,F,0.15,27
609,Ciriaco,Berenguer Mayol,F,3.25,29
610,Consuela,Roca Gonzalo,M,3.03,18
611,Mamen,Pedrero Piquer,F,3.31,0
612,Rosalinda,Codina Guardiola,F,4.04,9
613,Lucio,Flores Teruel,M,9.78,28
614,Georgina,Palomar Luna,F,8.82,11
615,Rodrigo,Castelló Carreras,F,5.5,1
616,Salvador,Padilla Vall,M,8.4,29
617,Ruperta,Sotelo Granados,M,3.22,2
618,Gabriela,Pereira Palmer,F,8.85,27
619,Toni,Lobato Palomar,F,1.26,8
620,Salvador,Luna Calzada,F,2.74,25
621,Alexandra,Manuel Carrillo,F,5.06,15
622,Victor Manuel,Correa Núñez,M,2.02,7
623,Jose Francisco,Estévez Neira,F,4.28,14
624,Angelina,Granados Canet,M,2.3,17
625,Isa,Plana Porcel,F,5.21,19
626,Abril,Vilanova Serrano,M,4.93,21
627,Clarisa,Giménez Pujol,F,0.45,1
628,Ani,Merino Torrecilla,F,7.3,12
629,Joan,Miranda Villaverde,F,6.95,24
630,Isaura,Abellán Briones,F,5.41,14
631,Agustina,Molins Prado,M,5.5,12
632,Tatiana,Gordillo Rosado,M,6.8,9
633,Atilio,Arjona Ramos,M,4.42,27
634,Ciro,Lago Fonseca,M,6.6,26
635,Luciana,Morillo Escalona,M,9.68,17
636,Daniel,Escrivá Pascual,M,4.7,17
637,Amaro,Guillen Arranz,F,4.28,4
638,Adán,Piñeiro Acuña,M,9.46,26
639,Efraín,Carnero Flores,F,9.02,15
640,Ceferino,Solano Figueroa,F,3.13,1
641,Regina,Abellán Viña,F,8.9,3
642,Teófila,Ribes Batlle,F,1.88,28
643,Brunilda,Elorza Guillén,M,1.66,8
644,Javi,Ribes Piña,M,7.82,23
645,Aitana,Abad Ruano,F,1.7,19
646,Humberto,Piquer Armengol,F,1.74,7
647,Encarnación,Leon Andrade,M,8.73,16
648,Dafne,Oliver Pedrero,M,9.55,8
649,Pascuala,Navas Santiago,F,7.91,17
650,Felipa,Cañizares Villanueva,F,5.78,26
651,Cirino,Infante Calderón,M,3.68,12
652,Lidia,Calderón Llamas,F,2.44,26
653,Amado,Cifuentes Cerdán,M,7.75,1
654,Reynaldo,Galan Montenegro,F,8.2,5
655,Heriberto,Robledo Verdejo,M,9.74,11
656,Angelita,Carreño Camacho,M,4.59,2
657,Jimena,Taboada Casanovas,F,8.07,3
658,Araceli,Salvà Soriano,F,9.24,27
659,Gaspar,Sanz Nicolás,M,2.69,8
660,Eduardo,Rico Iñiguez,M,6.53,19
661,René,Bermudez Vega,M,0.45,23
662,Nico,Guillen Santiago,M,2.85,15
663,Jose Ramón,Orozco Terrón,F,9.84,24
664,Matilde,Reguera Alvarez,F,6.33,9
665,Victoriano,Aguado Quirós,F,2.26,6
666,María Cristina,Salmerón Goicoechea,M,6.44,23
667,Timoteo,Hernando Isern,M,1.92,11
668,Albina,Taboada Chico,M,7.11,2
669,Javier,Saez Luque,M,7.09,25
670,Plácido,Torre Comas,M,5.22,22
671,Paz,Yuste Bonilla,F,3.08,10
672,Godofredo,Marín Villaverde,M,9.76,13
673,Evangelina,Casado Barral,M,3.82,9
674,Fabián,Novoa Arco,F,8.85,22
675,Nicanor,Cueto Solís,F,5.68,4
676,Rosario,Expósito Reina,M,4.54,29
677,Anabel,Fernandez Diez,F,3.46,2
678,Rosendo,Arévalo Nicolau,F,6.85,20
679,Susana,Viñas Expósito,M,8.68,25
680,Lourdes,Mosquera Español,M,1.23,8
681,Aurelia,Roura Cornejo,M,2.99,9
682,Evita,Uriarte Garcés,M,7.86,10
683,Elba,Sainz Aparicio,M,4.92,14
684,Jose Carlos,Torrent Moll,F,7.27,28
685,Cayetana,Ferrándiz Abascal,M,3.78,3
686,Armando,Barrios Cañete,M,6.06,16
687,Jose Carlos,Salazar Goicoechea,M,7.2,5
688,Gertrudis,Canales Villalobos,M,2.99,0
689,Teodoro,Macías Neira,M,4.2,7
690,Ana,Fernandez Cárdenas,F,1.16,15
691,Ramón,Palacios Ríos,F,9.21,11
692,Rosendo,Ródenas Moll,M,6.8,28
693,Raquel,Solís Bautista,M,4.35,17
694,Eugenio,Gimeno Carballo,F,1.93,29
695,Maricruz,Costa Prado,M,3.3,21
696,Abril,Gallo Pedro,M,3.95,26
697,Julie,Artigas Almazán,M,0.88,5
698,Santiago,Galan Bonilla,M,6.78,19
699,Ricarda,Revilla Reina,F,5.02,23
700,Calixta,Galvez Acosta,F,3.35,0
701,Guiomar,Cerezo Tovar,F,9.71,11
702,Martin,Pinto Batalla,M,4.6,28
703,Cayetano,Ureña Alcántara,F,3.24,14
704,Herminio,Rius Palomino,M,5.74,12
705,Mateo,Blanes Alvarado,F,7.48,30
706,María Fernanda,Haro Anaya,F,5.49,4
707,Dionisia,Vila Pedrero,M,7.81,17
708,Fabio,Solana Jordán,M,1.91,28
709,Damián,Salvador Lopez,F,4.26,30
710,Selena,Gimenez Piñeiro,M,3.25,28
711,Rodrigo,Velázquez Nicolás,M,7.93,8
712,Javier,Laguna Borrell,M,4.49,17
713,Arsenio,Cortina Moles,M,1.88,6
714,Eugenia,Toro Barroso,F,3.54,30
715,Belen,Tello Royo,F,7.34,17
716,Miguel,Pol Amador,M,8.01,23
717,Demetrio,Rovira Cañellas,M,3.04,2
718,María,Cifuentes Anguita,F,0.47,2
719,Diego,Ropero Huguet,F,3.33,3
720,Amílcar,Lladó Lamas,F,1.89,15
721,Rodrigo,Carlos Núñez,M,6.94,5
722,Lupe,Pereira Falcó,M,1.65,18
723,Marcela,Barreda Nevado,M,5.03,30
724,Aránzazu,Alcalá Cuéllar,F,2.28,16
725,Vilma,Valbuena Almeida,M,4.57,20
726,Febe,Jordá Mármol,F,3.62,17
727,Emigdio,Núñez Cabezas,F,0.97,5
728,Encarna,Rios Bauzà,M,3.73,24
729,José,Calvet Viñas,F,6.31,20
730,Carlito,Castellanos Toro,F,8.9,19
731,Andrés,Viña Godoy,F,9.22,12
732,Ovidio,Caballero Gaya,M,6.22,4
733,Galo,Grau Pujol,M,9.74,2
734,Heriberto,Saavedra Olivé,F,0.3,13
735,Fausto,Leon Olivé,F,1.83,27
736,Carla,Font Garzón,M,7.6,23
737,Adela,Mir Castells,F,2.67,11
738,Leonel,Abad Blanco,M,7.06,7
739,Gertrudis,Mosquera Mendez,M,1.97,6
740,Salud,Morales Arana,F,0.44,9
741,Cesar,Alcalá Manzano,F,4.18,9
742,Nieves,Carbó Delgado,M,2.64,0
743,Leonor,Llopis Fortuny,M,5.34,29
744,Armida,Olivares Sanchez,M,1.14,11
745,Chuy,Ribera Valverde,M,6.42,22
746,Bernardita,Rebollo Casado,F,2.88,4
747,Cecilio,Sierra Morante,M,1.57,16
748,Félix,Martin Hernando,F,3.69,27
749,Eusebia,Rueda Madrid,M,1.57,29
750,Amílcar,Alsina Aguiló,M,4.19,1
751,Felicia,Leon Benito,M,3.01,24
752,Sabina,Millán Molins,M,8.97,20
753,Carla,Madrigal Atienza,F,2.59,27
754,Miguela,Ibarra Villanueva,M,9.16,13
755,Enrique,Jover Barba,F,8.52,6
756,Mireia,Pont Riquelme,M,0.22,14
757,Lisandro,Gomis Izaguirre,M,8.09,17
758,Matías,Tovar Sanchez,F,5.28,0
759,Leandra,Casado Roda,M,9.11,11
760,Reinaldo,Doménech Viñas,M,0.93,24
761,Aurelio,Guardia Tejada,F,1.61,27
762,Rodolfo,Anglada Gómez,M,0.34,4
763,Ceferino,Mendez Cabello,M,7.7,17
764,Paloma,España Castells,M,5.69,14
765,Urbano,Alcántara Paredes,F,5.6,14
766,Begoña,Riba Casanovas,F,2.92,9
767,Belen,Hoz Valero,M,3.36,2
768,Lope,Ledesma Quintero,M,9.71,25
769,Tomás,Sotelo Barragán,M,4.04,19
770,Fidel,Zamora Palau,M,9.63,24
771,Hermenegildo,Ibañez Corbacho,M,4.74,14
772,Ismael,Mascaró Codina,F,1.23,11
773,Gilberto,Ibáñez Amores,F,8.21,20
774,Gerardo,Guerrero Rincón,M,4.65,10
775,Ángela,Crespo Hervia,F,3.9,2
776,Marta,Castells Diéguez,M,4.16,8
777,Marcela,Huguet Zamora,M,8.1,29
778,María Ángeles,Marí Almazán,F,4.37,27
779,Lorenza,Serna Folch,F,0.31,22
780,Bernabé,Requena Diez,M,7.64,4
781,Rico,Vega Pons,F,3.85,14
782,Ibán,Plaza Zorrilla,F,3.01,22
783,Ana,Calderón Castañeda,M,8.53,12
784,Roberta,Boix Alberdi,M,9.56,7
785,Trini,Bilbao Alarcón,M,0.51,15
786,Margarita,Herrero Priego,M,5.62,7
787,Virgilio,Llorens Revilla,M,0.73,21
788,Onofre,Prieto Jordá,M,1.24,27
789,Lucila,Benito Cruz,M,3.99,6
790,Delia,Herrera Gallego,F,4.67,0
791,Rosa,Arrieta Baeza,F,2.57,26
792,Ariadna,Bautista Salmerón,F,4.99,15
793,Jose Ramón,Sanjuan Cañizares,F,7.36,16
794,Eli,Vergara Mancebo,M,7.5,26
795,Albert,Coloma Ortega,M,2.97,17
796,Griselda,Palma Pedraza,M,1.63,8
797,Paula,Martinez Valls,F,0.38,30
798,Felisa,Izaguirre Cañellas,M,5.33,19
799,Alonso,Tello Flores,F,1.79,25
800,Emelina,Puente Nicolás,F,2.46,14
801,Ainara,Mata Sacristán,M,8.79,19
802,Emilio,Talavera Marti,F,8.07,4
803,Nydia,Mármol Oller,F,1.68,8
804,Reyna,Pintor Priego,M,4.29,11
805,Cristina,Quero Valls,M,9.3,21
806,Marc,Gutierrez Fabregat,F,1.81,20
807,Tomás,Gascón Lara,M,7.9,19
808,Aroa,Diego Vergara,F,7.54,12
809,Enrique,Villar Velasco,F,8.08,13
810,Piedad,Tamarit Noguera,M,0.46,29
811,Juan Antonio,Rosselló Mata,M,6.7,20
812,Yago,Zurita Azorin,F,6.15,27
813,Montserrat,Ferrera Jimenez,F,7.63,13
814,Álvaro,Bayona Alfaro,M,2.75,13
815,Heriberto,Calderón Jerez,M,1.85,18
816,Nadia,Abella Gascón,F,8.91,25
817,Teresita,Esteban Durán,M,2.69,16
818,Victoria,Palomo Leal,F,9.97,23
819,Agapito,Alegre Almansa,M,5.37,0
820,Ema,Diego Menéndez,M,6.19,16
821,Paca,Guzman Pozo,M,7.04,24
822,Pacífica,Valero Parejo,F,7.76,6
823,Rosa,Pacheco Bonilla,F,9.85,21
824,Dafne,Rosales Carlos,F,6.12,11
825,Juana,Amat Dueñas,F,0.53,26
826,Alberto,Llamas Osorio,F,0.36,2
827,Mamen,Gallardo Plana,M,7.87,23
828,Haroldo,Montaña Espinosa,F,1.47,5
829,Natalia,Escamilla Valderrama,M,4.59,28
830,Gema,Corbacho Vega,M,3.68,10
831,Saturnino,González Acedo,F,7.9,21
832,Baltasar,Rubio Angulo,M,1.09,2
833,Flavia,Cerdá Valverde,M,4.03,14
834,Che,Rius Menéndez,F,8.03,7
835,Natanael,Fajardo Barriga,F,1.31,14
836,Norberto,Cervera Molina,M,0.53,9
837,Gala,Lledó Torre,F,3.94,27
838,Alicia,Muro Lerma,M,0.41,4
839,Teresita,Bermejo Segarra,M,3.44,8
840,Nilda,Cuervo Campos,M,3.2,5
841,Ariel,Jove Quiroga,M,1.29,21
842,Ema,Samper Robledo,F,6.8,12
843,Hilda,Cuenca Rius,M,2.65,13
844,María Dolores,Cases Capdevila,F,9.88,28
845,Daniela,Cantón Estevez,F,1.44,14
846,Margarita,Toledo Mariscal,F,4.17,22
847,Itziar,Cabo Roig,F,9.76,21
848,Juan Francisco,Llorente Cano,M,5.35,16
849,Fabiola,Pagès Verdú,F,7.61,8
850,Paola,Benavides Aguiló,M,4.33,9
851,Apolinar,Alcolea Chacón,F,3.29,23
852,Susanita,Casado Raya,M,2.2,17
853,Rogelio,Teruel Amores,F,5.08,12
854,Matías,Checa Blázquez,F,3.15,16
855,Julia,Pou Gomis,F,2.83,18
856,Atilio,Gallart Revilla,F,2.07,16
857,Yaiza,Amorós Arévalo,F,7.04,8
858,Elena,Pujol Cazorla,M,8.14,11
859,Charo,Martinez Ramos,F,5.88,2
860,Sandalio,Ballesteros Salinas,M,8.59,14
861,Selena,Codina Castejón,M,9.37,22
862,Fidela,Galan Diéguez,F,4.47,17
863,Paulina,Borrell Soria,F,9.5,16
864,Lucio,Leal Iriarte,F,1.38,19
865,Héctor,Quintana Agullo,M,7.85,12
866,Rosaura,Aznar Zabaleta,M,9.16,25
867,María Ángeles,Becerra Alarcón,M,7.37,4
868,Feliciana,Luís Cortes,F,1.55,2
869,María Teresa,Chico Vendrell,F,1.79,11
870,Eloy,Carbó Márquez,F,3.04,7
871,Adolfo,Morales Codina,F,2.09,22
872,Natalio,Barros Boix,M,1.6,8
873,Ramón,Galan Izaguirre,M,8.38,6
874,Virgilio,Mármol Toro,F,1.39,12
875,Adoración,Zurita Blasco,F,8.5,12
876,Cecilio,Moles Ródenas,M,0.22,17
877,Rodolfo,Quintana Tenorio,F,2.54,21
878,Carmen,Rojas Villena,M,5.77,28
879,Candelario,Gimenez Cobo,F,9.12,30
880,Fidela,Pulido Vidal,M,5.8,1
881,Matías,Colomer Bejarano,M,3.47,30
882,Eric,Costa Aramburu,M,7.16,13
883,Rodrigo,Carmona Bayo,M,3.29,28
884,Azucena,Leal Mate,M,3.64,26
885,Pastor,Tapia Quesada,M,8.56,0
886,Domitila,Montaña Soler,M,1.41,21
887,Ariel,Ojeda Guerra,M,9.27,17
888,Maxi,Vallés Arcos,M,8.02,1
889,Luciana,Plana Paz,M,3.03,2
890,Octavio,Vila Aguilar,F,6.92,5
891,Josep,Benítez Talavera,M,7.51,18
892,Dan,Pedro Rozas,F,9.29,27
893,María Dolores,Hervás Amador,M,3.04,23
894,Aurelia,Vera Cantón,M,6.86,21
895,Apolinar,Palmer Ariño,M,1.07,12
896,Pío,Escolano Nogueira,F,3.16,12
897,Julio César,Torre Tomas,M,5.92,10
898,Maristela,Rius Abella,M,7.93,5
899,Obdulia,Guzman Tejada,M,0.54,0
900,Manuelita,Ocaña Cuevas,M,0.14,28
901,Ágata,Arranz Tenorio,F,4.33,12
902,Begoña,Cózar Pol,M,2.46,1
903,Josefa,Maestre Tomás,M,4.08,5
904,Ignacio,Amores Santos,F,2.35,7
905,Estrella,Durán Sala,F,2.54,14
906,Maxi,Mosquera Ropero,F,7.26,21
907,Clementina,Cobos Vila,M,9.14,25
908,Timoteo,Posada Gálvez,F,5.98,27
909,Rafa,Piquer Marquez,M,2.83,1
910,Jose Angel,Galván Jara,F,6.78,29
911,Jose Antonio,Peral Sarabia,F,0.13,0
912,Jordán,Nebot Coll,F,3.25,8
913,Modesto,Hervia Cobo,F,1.24,21
914,Rafaela,Jerez Duran,M,9.11,18
915,Brunilda,Carbó Salvador,F,2.27,7
916,Alexandra,Fuentes Escudero,M,8.82,11
917,Eli,Palma Ibañez,M,6.58,15
918,Leire,Borrego Valdés,F,5.8,28
919,Verónica,Gallo Marin,M,5.13,28
920,Rosario,Llano Vigil,F,3.81,9
921,Heriberto,Otero Ramos,M,1.57,5
922,Maxi,Almansa Aroca,F,4.98,4
923,Gregorio,Figueras Cárdenas,F,8.99,22
924,Rebeca,Sedano Berrocal,M,9.81,10
925,Josué,Valls Maestre,M,5.9,3
926,Jennifer,Torrecilla Rivas,F,5.98,5
927,Odalys,Miralles Pol,M,2.4,5
928,Baltasar,Cardona Barral,M,3.57,14
929,Nicanor,Cuesta Larrea,F,7.21,25
930,Encarnacion,Ríos Mendizábal,M,3.21,25
931,Carlota,Ribera Tirado,M,0.98,24
932,Reinaldo,Giménez Borrás,M,5.69,11
933,Lucila,Bernat Bou,F,1.75,27
934,Antonia,Alemany Vilalta,M,7.85,11
935,Natalio,Báez Gutierrez,M,2.15,20
936,Alex,Armengol Bustos,M,1.13,16
937,Palmira,Miguel Bravo,M,2.41,14
938,Olalla,Posada Castellanos,F,5.9,19
939,María Pilar,Figuerola Lobato,M,1.54,6
940,Manolo,Cuenca Espejo,F,8.0,9
941,Dominga,Gonzalez Cerro,F,8.79,14
942,Eladio,Gracia Jordá,F,5.81,29
943,Ana Sofía,Mateos Codina,M,6.69,7
944,Macaria,Linares Fuente,F,9.7,19
945,Cayetano,Cerezo Ramírez,F,6.56,29
946,Germán,Flor Alemany,F,8.58,20
947,Pascual,Tena Cases,M,1.25,29
948,Marisol,Lillo Bilbao,M,6.37,13
949,Tomasa,Lorenzo Giménez,M,2.41,1
950,Adalberto,Clemente Galan,M,8.09,2
951,Manu,Acero Ripoll,M,3.33,22
952,Edu,Codina Toro,F,2.13,22
953,Bárbara,Armengol Vaquero,M,1.12,10
954,Melchor,Gimeno Díaz,M,1.04,30
955,Yago,Moliner Salas,M,2.87,19
956,Jerónimo,Llopis Fabregat,M,7.78,8
957,Cornelio,Olmo Trillo,F,7.43,14
958,Lalo,Osorio Luna,M,1.08,24
959,Isaías,Macias Poza,F,2.24,17
960,Blas,Díez Peña,M,4.2,15
961,Danilo,Bustamante Villanueva,M,2.0,16
962,Reyes,Chacón Serna,F,8.71,13
963,Ernesto,Rocamora Jurado,F,4.56,6
964,Teresita,Ferrero Elías,F,3.89,14
965,Mamen,Bayona Landa,F,8.3,18
966,Valero,Morillo Peñalver,F,7.13,19
967,Ariel,Azcona Ocaña,F,3.52,12
968,Perla,Porta Plana,M,8.33,6
969,Carmela,Casas Cornejo,F,7.77,28
970,Gabriela,Arana Mayoral,F,1.21,16
971,Encarnita,Salcedo Villalonga,M,5.55,0
972,María,Ricart Gallo,M,1.44,14
973,Adelina,Frutos Posada,M,6.76,14
974,Chucho,Cabanillas Quesada,M,5.65,18
975,Domingo,Velázquez Soler,M,8.26,8
976,Maribel,Diez Antúnez,F,5.72,20
977,Heriberto,Guijarro Hernandez,M,1.48,6
978,Claudio,Pineda Ramos,F,7.38,3
979,Buenaventura,Garcia Zaragoza,M,9.92,11
980,Heliodoro,Gil Téllez,M,0.83,0
981,Ciriaco,Feliu Cabo,F,4.24,8
982,Armida,Castillo Ferrero,M,9.2,21
983,Carmelita,Vizcaíno Rosado,M,7.85,14
984,Eliana,Prat Juárez,F,5.37,2
985,Hortensia,Soto Andres,M,9.6,5
986,Pascual,Ojeda Fuster,F,5.91,24
987,Judith,Aramburu Figueroa,M,0.85,29
988,Valero,Garrido Villaverde,M,5.81,20
989,Isabel,Garay Aguilar,M,8.35,20
990,Eric,Guzmán Santiago,M,4.7,18
991,Agustina,Bravo Llorente,F,8.05,15
992,Petrona,Manjón Poza,M,2.41,17
993,Nando,Martorell Borrego,M,2.91,25
994,Encarnacion,Casanova Valderrama,F,8.03,4
995,Raimundo,Borja Grau,M,5.48,0
996,Rosalinda,Cerdán Recio,M,5.09,23
997,África,Heredia Alemán,M,9.65,12
998,Amada,Luna Cobo,F,7.98,9
999,Asunción,Pellicer Coello,F,0.19,16
1000,David,Verdejo Montoya,F,1.08,26
